編號,客家語,客語標音,華語詞義,例句,翻譯,備註,詞性1,詞性2,分類
5-86,毋見忒,m gienˇted,不見（了）,佢个手機毋見忒咧！,他的手機不見了！,,形容詞,短語,5抽象概念與形容
5-87,毋罅,m la+,不足,這錢正一息仔，毋罅佢使,這錢才一點點，不夠他花費。,,形容詞,,5抽象概念與形容
5-88,毋會,m voi+,不會,麼个都毋會，實在衰過！,什麼都不會，實在可憐！,,動詞,,5抽象概念與形容
5-89,麻煩,ma fan,麻煩,自家做得就自家來，莫緊麻煩人,自己能做就自己來，不要一直麻煩別人。,,動詞,形容詞,5抽象概念與形容
5-90,慢,man+,緩慢,走恁遽做麼个？慢慢仔行斯好,跑那麼快幹麼？慢慢走就好。,,形容詞,,5抽象概念與形容
5-91,無法度,mo fab tu+,沒辦法,下隻月个會議，𠊎無法度參加,下個月的會議，我沒辦法參加。,,副詞,,5抽象概念與形容
5-92,無閒,mo han,沒空、忙碌,過年時節十分無閒,過年期間非常忙碌。,,形容詞,,5抽象概念與形容
5-93,無影,mo rhangˊ,沒這回事,無影啦！莫亂講,沒這回事啦！不要亂講。,,形容詞,,5抽象概念與形容
5-94,無用,mo rhung+,沒用,無用个東西就好擲忒，留等做麼个?,沒用的東西就丟掉，留著做什麼？,,形容詞,,5抽象概念與形容
5-95,無共樣,mo kiung+  rhong+,不同,兩兄弟性體無共樣,兩兄弟性格不一樣。,,形容詞,,5抽象概念與形容
5-96,問題,munˇ ti,問題,"你个問題仰恁多？
交分𠊎！定著無問題","你問題怎麼這麼多？
交給我！一定沒問題。",,名詞,,5抽象概念與形容
5-97,耐心,nai+ simˋ,耐心,佢這隻人當有耐心,他這個人很有耐心。,,名詞,,5抽象概念與形容
5-98,難,nan,困難,望佢哦？𠊎看斯難咧！,指望他哦？我看就困難了！,,形容詞,,5抽象概念與形容
5-99,難看,nan konˇ,難看,你仰面色恁難看呢？,你的臉色怎麼這麼難看呢？,,形容詞,,5抽象概念與形容
5-100,鬧熱,nau+  ngiedˋ,熱鬧,過年過節，市場肚當鬧熱,逢年過節，市場裡很熱鬧！,,形容詞,,5抽象概念與形容
5-101,硬,ngang+,硬,糖仔當硬，阿婆咬毋停動,糖果很硬，祖母咬不動。,,形容詞,,5抽象概念與形容
5-102,月曆,ngiedˋ lagˋ,月曆,阿姨會在月曆頂記事情,阿姨會在月曆上記事情。,,名詞,,5抽象概念與形容
5-103,熱,ngiedˋ,熱,天時十分熱，當想食冰！,天氣非常熱，很想吃冰！,,形容詞,,5抽象概念與形容
5-104,認真,ngin+ zhinˋ,認真,讀書愛認真,讀書要認真。,,形容詞,動詞,5抽象概念與形容
5-105,軟,ngionˋ,軟,粢粑當軟，當好食,麻糬很軟，很好吃。,,形容詞,,5抽象概念與形容
5-106,危險,ngui hiamˊ,危險,這頭路當危險，你敢還愛做？,這工作很危險，你還要做嗎？,,形容詞,,5抽象概念與形容
5-107,屙糟(垃圾),oˋ zoˋ(laˊsab),骯髒,便所恁屙糟，愛刷刷仔,廁所那麼骯髒，要刷一刷。,,形容詞,,5抽象概念與形容
5-108,惡,og,兇,"這狗仔當惡，你愛閃較遠兜！
惡人無膽","這條狗很凶，你要離遠一點！
惡人無膽。",,形容詞,,5抽象概念與形容
5-109,安全,onˋ cion,安全,"騎車仔愛記得戴安全帽
注意安全","騎車要記得戴安全帽。
注意安全。",,形容詞,,5抽象概念與形容
5-110,白,pagˋ,白,白色,白色。,,形容詞,,5抽象概念與形容
5-111,辦法,pan+ fab,辦法,這愛想隻辦法來解決,這要想個辦法來解決。,,名詞,,5抽象概念與形容
5-112,肥,pui,肥、胖；油膩,"這豬肉當肥，阿爸較毋好
恁久無看着佢，有較肥咧！
阿姆用肥湯炆菜頭","這豬肉很肥，爸爸比較不喜歡。
那麼久沒看到他，有比較胖了！
媽媽用高湯燜煮蘿蔔湯。",,形容詞,,5抽象概念與形容
5-113,平,piang,平坦,這片个路較平,這邊的路比較平坦。,,形容詞,,5抽象概念與形容
5-114,平等,pin/piang  denˊ,平等,逐個人都係平等个,每個人都是平等的。,,形容詞,,5抽象概念與形容
5-115,薄,pogˋ,薄,這領衫恁薄，敢有燒？,這件衣服這麼薄，會暖嗎？,,形容詞,,5抽象概念與形容
5-116,部分,pu+  fun+,部分,一部分係佢个,一部分是他的。,,副詞,,5抽象概念與形容
5-117,賁,punˋ,厚,"佢這個人面皮賁，毋驚人講！
著較賁兜仔","他這個人臉皮厚，不怕人家說閒話！
穿厚一點。",,形容詞,,5抽象概念與形容
5-118,萋,ciˋ,新鮮,魚仔係萋，儘採料理乜好食,魚若新鮮，隨便烹煮也好吃。,,形容詞,,5抽象概念與形容
5-119,斜,ciaˇ,斜,學校斜對面有一間西藥店,學校斜對面有一間藥局。,,形容詞,,5抽象概念與形容
5-120,儘採,cinˊ caiˊ,隨便,菜當多，儘採你食,菜很多，隨便你吃。,,副詞,,5抽象概念與形容
5-121,情形,cin hin,情形,這下係麼个情形？,現在是什麼情形？,,名詞,,5抽象概念與形容
5-122,煞猛,sad mangˋ,努力、勤奮,煞猛賺錢,努力賺錢。,,形容詞,,5抽象概念與形容
5-123,省,sangˊ,節省,"你自家講！省使𠊎出手
佢當省，毋盼得買來食","你自己講！省得我出手。
他很節省，捨不得買來吃。",,形容詞,,5抽象概念與形容
5-124,細,seˇ,小,罐仔忒細，拿較大隻个來！,罐子太小，拿比較大的來！,,形容詞,,5抽象概念與形容
5-125,色,sed,顏色,"豬肝色
水紅色","棕色。
粉紅色。",,名詞,,5抽象概念與形容
5-126,生趣,senˋciˇ,有趣,這故事當生趣,這故事很有趣。,,形容詞,,5抽象概念與形容
5-127,少,shauˊ,少,這站仔賺較少，愛較省兜仔！,這陣子賺比較少錢，要省一點！,,形容詞,,5抽象概念與形容
5-128,燒,shauˋ,燙；加熱；燃燒,"這滾水當燒，愛歕歕仔正食
頭擺人燒樵煮飯","這熱水很燙，要吹一吹再喝。
以前人們燒柴煮飯。",,形容詞,動詞,5抽象概念與形容
5-129,燒暖,shauˋnonˋ,暖和,"湯燒燒，食落去已燒暖
衫褲著較多正燒暖","湯熱熱的，喝下去很暖和。
衣服穿多一點才暖和。",,形容詞,,5抽象概念與形容
5-130,世界,sheˇgaiˇ,世界,全世界,全世界。,,名詞,,5抽象概念與形容
5-131,失敗,shid  pai+,失敗,"阿順做人當失敗，無人愛摎佢共組
佢生理失敗，走路咧！","阿順做人很失敗，沒人要跟他同組。
他生意失敗，跑路了！",,形容詞,動詞,5抽象概念與形容
5-132,成功,shin gungˋ,成功,"愛打拚正會成功
做人當成功，滿哪就朋友","要打拼才會成功。
做人很成功，四處皆朋友。",,形容詞,,5抽象概念與形容
5-133,酸,sonˋ,酸,檸檬當酸,檸檬很酸。,,形容詞,,5抽象概念與形容
5-134,輸,shuˋ/shiuˋ,輸,"佢輸毋起，毋好摎佢行棋
這比賽無輸無贏","他輸不起，不要跟他下棋！
這比賽平手。",,動詞,,5抽象概念與形容
5-135,水紅色(新娘色),shuiˊfung sed(sinˋ ngiong sed),粉紅色,水紅色个果汁,粉紅色的果汁。,,名詞,名詞,5抽象概念與形容
5-136,順利,shun+ li+,順利,這擺活動順利完成咧！,這次活動順利完成了！,,形容詞,,5抽象概念與形容
5-137,鬆,sungˋ,鬆、不密實（並非「緪」的反義詞）,這擺買个番薯特別鬆，盡好食。,這次買的番薯特別鬆軟，非常好吃。,,形容詞,,5抽象概念與形容
5-138,鬆爽,sungˋsongˊ,舒適,洗好身，試着當鬆爽,洗好澡，覺得很舒適。,,形容詞,,5抽象概念與形容
5-139,大, tai+ ,大,細倈仔个手巴掌較大,男生的手掌比較大。,,形容詞,,5抽象概念與形容
5-140,大箍,tai+ kieuˋ,肥胖,莫食忒大箍，堵好就好,不要吃得太胖，剛好就好。,,形容詞,,5抽象概念與形容
5-141,大聲,tai+  shangˋ,大聲,嬰兒在該睡目，講話莫恁大聲！,嬰兒在那睡覺，講話不要那麼大聲！,,形容詞,,5抽象概念與形容
5-142,大路,tai+ lu+,馬路,過大路愛細義！,過馬路要小心！,,名詞,,5抽象概念與形容
5-143,淡,tamˋ,淡,菜煮較淡，做得打淨食！,菜煮比較淡，可以直接吃！,,形容詞,,5抽象概念與形容
5-144,甜,tiam,甜,黃梨當甜,鳳梨很甜。,,形容詞,,5抽象概念與形容
5-145,特別,tidˋpiedˋ,特殊,這褲當特別,這件褲子很特別。,,形容詞,,5抽象概念與形容
5-146,道理,to+ liˋ,道理,佢會恁樣講，定著有佢个道理,他會這樣講，一定有他的道理。,,名詞,,5抽象概念與形容
5-147,痛,tungˇ,痛,痛到哇哇滾,痛到大叫。,,形容詞,,5抽象概念與形容
5-148,橫,vang,橫；蠻橫,"這竹篙打橫放
該人當橫，東西毋係厥乜號等咧","這竹竿橫著放。
那人很蠻橫，東西不是他的也霸占著。",,形容詞,,5抽象概念與形容
5-149,黃,vong,黃,黃色,黃色。,,名詞,,5抽象概念與形容
5-150,烏,vuˋ,黑,烏色,黑色。,,名詞,形容詞,5抽象概念與形容
5-151,鮮,sienˋ,稀,這糜忒鮮,這粥太稀。,,形容詞,,5抽象概念與形容
5-152,心肝,simˋgonˋ,心腸、心地,佢心肝已好,他心地善良。,,名詞,,5抽象概念與形容
5-153,新,sinˋ,新,這領衫著無幾多擺，還當新,這件衣服穿沒幾次，還很新。,,形容詞,,5抽象概念與形容
5-154,辛苦,sinˋ kuˊ,辛苦,婦人家理家當辛苦,婦人持家很辛苦。,,形容詞,,5抽象概念與形容
5-155,詳細,siong seˇ,詳細,做得講較詳細兜無？,可以講更詳細一點嗎？,,形容詞,,5抽象概念與形容
5-156,正正,zhangˇzhangˇ,端正；整齊,阿姆摎東西排到正正,媽媽把東西擺得整整齊齊的。,,形容詞,,5抽象概念與形容
5-157,燥,zauˋ,乾燥,"衫無晒燥，摸起來還溼溼
菜頭絲晒到燥燥，就做得收起來咧！","衣服沒晒乾，摸起來還溼溼的。
蔔蔔絲晒得乾乾的，就可以收起來了！",,形容詞,,5抽象概念與形容
5-158,媸,zheˊ,醜,佢个字寫到恁媸，無人看得識！,他的字寫得那麼醜，沒人看得懂！,,形容詞,,5抽象概念與形容
5-159,正式,zhinˇshid,正式,"阿爸著到當正式
佢毋係正式員工","爸爸穿得很正式。
他不是正式員工。",,形容詞,,5抽象概念與形容
5-160,正常,zhinˇshong,正常,血壓量起來有正常無？,血壓量起來正常嗎？,,形容詞,,5抽象概念與形容
5-161,做得,zoˇded,能；可以,"做得摎你借錢無？
洗好正做得食","可以和你借錢嗎？
洗好才可以吃。",,動詞,,5抽象概念與形容
5-162,做毋得,zoˇm ded,不可以,這對身體毋好，做毋得買來食！,這對身體不好，不行買來吃！,,動詞,短語,5抽象概念與形容
5-163,嘴燥,zhoiˇ zauˋ,口渴,佢當嘴燥，想愛食涼个,他口很渴，想喝飲料。,,形容詞,,5抽象概念與形容
5-164,專門,zhonˋmun,專門；故意、存心的,"佢專門做客家研究
該賊仔專門擇日時頭來偷東西","他專門做客家研究。
那小偷故意挑白天來偷東西。",,形容詞,,5抽象概念與形容
6-1,阿爸,a+  baˋ,爸爸,,,,名詞,,6社會關係與行為
6-2,阿姆,a+  meˋ,媽媽,,,,名詞,,6社會關係與行為
6-3,阿哥,a+  goˋ,哥哥,,,,名詞,,6社會關係與行為
6-4,阿嫂,a+  soˊ,嫂嫂,,,,名詞,,6社會關係與行為
6-5,阿姊,a+  ze,姊姊,,,,名詞,,6社會關係與行為
6-6,姊丈,ziˊ  chongˋ,姊夫,厥姊正結婚，喊姊丈還喊毋慣嘴,他姊姊剛結婚，還不習慣喊姊夫。,,名詞,,6社會關係與行為
6-7,老弟,loˊ  taiˋ,弟弟,,,,名詞,,6社會關係與行為
6-8,老妹,loˊ  moiˇ,妹妹,,,,名詞,,6社會關係與行為
6-9,阿公,a+  gungˋ,祖父,,,,名詞,,6社會關係與行為
6-10,阿婆,a+  po,祖母,,,,名詞,,6社會關係與行為
6-11,姐公,ziaˊ  gungˋ,外公,,,,名詞,,6社會關係與行為
6-12,姐婆,ziaˊ  po,外婆,,,,名詞,,6社會關係與行為
6-13,伯公,bag gungˋ,伯祖父,,,,名詞,,6社會關係與行為
6-14,伯姆,bag meˊ/meˋ,伯母,,,,名詞,,6社會關係與行為
6-15,叔公,shug  gungˋ,叔祖父,,,,名詞,,6社會關係與行為
6-16,叔婆,shug  po,叔祖母,,,,名詞,,6社會關係與行為
6-17,叔姆(阿嬸),shug meˋ/meˊ(a+ zim),叔母,,,,名詞,,6社會關係與行為
6-18,大伯,tai+ bag,大伯父,,,,名詞,,6社會關係與行為
6-19,阿伯,a+  bag,伯父,,,,名詞,,6社會關係與行為
6-20,阿叔,a+  shug,叔叔,,,,名詞,,6社會關係與行為
6-21,阿姨,a+ rhi,阿姨、姨媽,,,,名詞,,6社會關係與行為
6-22,阿舅,a+ kiuˋ,舅舅,,,,名詞,,6社會關係與行為
6-23,阿姑,a+  guˋ,姑媽,,,,名詞,,6社會關係與行為
6-24,姊妹,ziˊmoiˇ,姊妹；泛稱手足、兄弟姊妹,佢兩姊妹係雙包卵,她們兩姊妹是雙胞胎。,,名詞,,6社會關係與行為
6-25,大哥,tai+ goˋ,大哥,,,,名詞,,6社會關係與行為
6-26,阿妹,a+  moiˇ ,妹妹；年紀稍輕的姑娘,,,,名詞,,6社會關係與行為
6-27,老公,loˊ  gungˋ,丈夫、老公,,,,名詞,,6社會關係與行為
6-28,餔娘,buˋ ngiong,妻子,若餔娘係哪位人？,你妻子是哪裡人？,,名詞,,6社會關係與行為
6-29,倈仔,laiˇ er,兒子,,,,名詞,,6社會關係與行為
6-30,妹仔,moiˇ er,女兒,,,,名詞,,6社會關係與行為
6-31,承蒙你,shin mung ngi,謝謝,阿哥，承蒙你！,哥哥，謝謝！,,短語,,6社會關係與行為
6-32,拜託,baiˇtog,拜託,拜託你摎這杯仔拿轉去放，好無？,拜託你把這個杯子拿回去放，好嗎？,,動詞,,6社會關係與行為
6-33,表現,biauˊhien+,表現,大家表現到當好,大家表現得很好。,,動詞,名詞,6社會關係與行為
6-34,變,bienˇ,變,轉烏陰咧，怕會變天哩喲。,天色變陰暗了，大概要變天了。,,動詞,,6社會關係與行為
6-35,保護,boˊfu+,保護,保護細人个安全,保護孩童的安全。,,動詞,名詞,6社會關係與行為
6-36,參加,camˋgaˋ,參加,參加會議,參加會議。,,動詞,,6社會關係與行為
6-37,搭,dab,搭建,"搭寮仔
搭篷仔","搭建簡陋的屋舍。
搭建篷布。",,動詞,,6社會關係與行為
6-38,搭,dab,寄放、託付,"這書搭你這放
細人仔搭你渡兩日仔","這書寄放在你這。
小孩託付你照顧兩天。",,動詞,,6社會關係與行為
6-39,得人惱,ded  ngin nauˋ,討人厭,看佢个樣相，實在得人惱,看他的樣子，實在討人厭。,,動詞,,6社會關係與行為
6-40,得人惜,ded ngin siag,很可愛、討人喜歡,若妹仔笑起來已得人惜,你的女兒笑起來很可愛。,,動詞,,6社會關係與行為
6-41,得人驚,ded ngin giangˋ,可怕,"坐飛機會得人驚無？
看着當得人驚","坐飛機會可怕嗎？
看起來很可怕。",,動詞,,6社會關係與行為
6-42,等路,denˊ lu+,禮物,拜年愛帶等路去人屋下,拜年要帶伴手禮去別人家裡。,,名詞,,6社會關係與行為
6-43,應,enˇ,回應、回答,阿姆緊喊你，仰毋應？,媽媽一直喊你，為何不答話？,,動詞,,6社會關係與行為
6-44,罰,fadˋ,罰,闖紅燈會分人罰,闖紅燈會被罰。,,動詞,,6社會關係與行為
6-45,歡迎,fonˋ ngiang,歡迎,歡迎你來尞,歡迎你來玩。,,動詞,,6社會關係與行為
6-46,訪問,fongˊ  munˇ,訪問,這禮拜先生愛來屋下家庭訪問,這星期老師要來家裡家庭訪問。,,動詞,,6社會關係與行為
6-47,負責,fuˇzid,負責,佢兩儕負責掃便所,他們兩人負責掃廁所。,,動詞,,6社會關係與行為
6-48,吩咐,funˋ/fonˋ fuˇ,吩咐,韶早愛出國，阿姆就在該三叮嚀四吩咐,明天要出國，媽媽就在那三叮嚀四吩咐。,,動詞,,6社會關係與行為
6-49,隔壁鄰舍,gag biag lin shaˇ,鄰居,隔壁鄰舍感情當好,鄰居感情很好。,,名詞,,6社會關係與行為
6-50,感謝,gamˊ  cia+,感謝,"人愛知感謝正好
當感謝你，恁牽成！","人要懂得感謝才好。
很感謝你，這麼提拔！",,動詞,,6社會關係與行為
6-51,機會,giˋfui+,機會,"係講有機會，你正摎𠊎講
愛把扼機會","如果有機會，你再跟我講。
要把握機會。",,名詞,,6社會關係與行為
6-52,見面,gienˇ mienˇ ,見面,"你兩儕哪時愛見面？
一份見面禮","你們兩人何時要見面？
一份見面禮。",,動詞,,6社會關係與行為
6-53,管,gonˊ,管、理睬,你莫管佢恁多,你不要管他那麼多。,,動詞,,6社會關係與行為
6-54,管理,gonˊliˋ,管理,這公司交分你管理,這間公司交給你管理。,,動詞,,6社會關係與行為
6-55,講笑,gongˊ  siauˇ,開玩笑,佢講笑个，莫認真,他開玩笑的，別當真。,,動詞,,6社會關係與行為
6-56,客氣,hag hiˇ,客氣,毋使恁客氣,不必那麼客氣！,,形容詞,,6社會關係與行為
6-57,客人,hag ngin,客家人,臺灣有當多客人,臺灣有很多客家人。,,名詞,,6社會關係與行為
6-58,好搞,hauˇgauˊ,愛玩,這擺來旅行个人， 逐個人都恁好搞,這次來旅行的人，每個人都很愛玩。,,形容詞,,6社會關係與行為
6-59,後生人(後生仔),heu+  sangˋ ngin (heu+ sangˋ er),年輕人,後生人愛較拚兜仔,年輕人要拼一點。,,名詞,,6社會關係與行為
6-60,兄弟,hiungˋ ti+,兄弟,佢兩兄弟差十歲,他們兩兄弟差十歲。,,名詞,,6社會關係與行為
6-61,害,hoi+,傷害；致使,"食酒莫駛車，會害死人
你講到恁嚴重，害佢當愁，你知無？","喝酒不要開車，會害死人。
你說得那麼嚴重，害他很擔心，你知道嗎？",,動詞,,6社會關係與行為
6-62,爺哀(父母、爺娘),rha  oiˋ(fuˇmuˋ、rha ngiong),父母,有孝爺哀,孝順父母。,,名詞,,6社會關係與行為
6-63,冤家,rhanˋ gaˋ,吵架,同學莫冤家,同學不要吵架。,,動詞,,6社會關係與行為
6-64, 有影無,rhiuˋ rhangˊ mo,真的嗎？,聽講你著大獎，有影無？,聽說你中大獎，真的嗎？,,短語,,6社會關係與行為
6-65,開會,koiˋfui+,開會,下禮拜愛開會,下禮拜要開會。,,動詞,,6社會關係與行為
6-66,禮貌,liˋ mau+,禮貌,阿麗當有禮貌，看着人就會喊人,阿麗很有禮貌，看到人就會打招呼。,,名詞,,6社會關係與行為
6-67,鄰舍,lin shaˇ,鄰居,佢打粄請鄰舍食,他做粄請鄰居吃。,,名詞,,6社會關係與行為
6-68,兩公婆,liongˊgungˋpo,兩夫妻,該兩公婆當相好,那兩夫妻感情很好。,,名詞,,6社會關係與行為
6-69,老人家,loˊngin gaˋ,老人家,老人家盡驚跢,老人家禁不起跌倒。,,名詞,,6社會關係與行為
6-70,罵,maˇ,罵,做毋著事情，難怪分人罵,做錯事情，怪不得被人罵。,,動詞,,6社會關係與行為
6-71,名,miang,名字,若倈仔安到麼个名？,你兒子叫什麼名字？,,名詞,,6社會關係與行為
6-72,問,munˇ,問,"有問題就愛問
去問一下，看愛仰般做正好","有問題就要問。
去問一下，看要怎麼做才好。",,動詞,,6社會關係與行為
6-73,男仔人,nam er ngin,男人,男仔人愛有責任感,男人要有責任感。,,名詞,,6社會關係與行為
6-74,人生,ngin senˋ,人生,"人生過到恁苦做麼个？
人生短短，毋好恁好計較！","人生過得這麼苦做什麼？
人生短短，不要那麼愛計較！",,名詞,,6社會關係與行為
6-75,人客,ngin hag,客人,人客來兩三張桌，準備毋掣！,客人來了兩三桌，來不及準備！,,名詞,,6社會關係與行為
6-76,仰結煞,ngiongˊ  gad  sad,怎麼辦；如何是好,皮包仔毋見忒，愛仰結煞正好？,皮包不見，要怎麼辦才好？,,副詞,,6社會關係與行為
6-77,外家,ngoi+  gaˋ,娘家,厥外家係做生理个,他娘家是做生意的。,,名詞,,6社會關係與行為
6-78,安𧩣(阿𧩣),onˋ noˊ(oˋ noˊ),誇獎,先生緊摎厥爸安𧩣佢,老師一直向他爸爸誇獎他。,,動詞,,6社會關係與行為
6-79,安到,onˋ doˇ,叫做,"佢安到阿明，係𠊎个同學
這就安到自作自受！","他叫做阿明，是我的同學。
這就叫做自作自受！",,動詞,,6社會關係與行為
6-80,朋友,pen rhiuˋ,朋友,佢个朋友當高,他的朋友很高。,,名詞,,6社會關係與行為
6-81,騙,pienˇ,欺騙,佢騙人盡會，逐個人都分佢騙過,他很會騙人，每個人都被他騙過。,,動詞,,6社會關係與行為
6-82,請,ciangˊ,請,"佢个朋友當多，輒輒分人請
請坐啊！毋使客氣","他的朋友很多，常常讓人請客。
請坐啊！不要客氣。",,動詞,,6社會關係與行為
6-83,請人,ciangˊngin,請客,佢討心臼，在餐廳請人,他娶媳婦，在餐廳請客。,,動詞,,6社會關係與行為
6-84,親戚,cinˋcid,親戚,親戚當多,親戚很多。,,名詞,,6社會關係與行為
6-85,社會,sha+/shaˋ fui+,社會,"社會科
這下个社會當進步","社會科。
現在的社會很進步。",,名詞,,6社會關係與行為
6-86,生份,sangˋfun+,陌生,老妹驚生份，毋敢喊人,妹妹很怕生，不敢打招呼。,,形容詞,,6社會關係與行為
6-87,細倈仔,seˇlaiˇer,男孩；男性,,,,名詞,,6社會關係與行為
6-88,細妹仔,seˇmoiˇer,女孩；女性,,,,名詞,,6社會關係與行為
6-89,細人仔,seˇngin er,小孩子；孩子,,,,名詞,,6社會關係與行為
6-90,細孲仔,seˇo er,小孩子（總稱）,,,,名詞,,6社會關係與行為
6-91,細阿姊仔,seˇa+ ze er,小姐,做得請問該隻細阿姊仔,可以詢問那位小姐。,,名詞,,6社會關係與行為
6-92,細義(好先),seˇ ngi+ (hoˊsienˋ),小心、細心；客氣,"細義兜仔！
莫恁細義啦！","小心一點！
不用那麼客氣啦！",,副詞,形容詞,6社會關係與行為
6-93,細阿哥仔,seˇa+ goˋer,小伙子、小男生,班肚斯一個細阿哥仔,班上只有一個小男生。,,名詞,,6社會關係與行為
6-94,紹介,shauˇgaiˇ,介紹,紹介分佢熟事,介紹給他認識。,,動詞,,6社會關係與行為
6-95,消息,siauˋsid,消息,恁久無你个消息，囥去哪？,那麼久沒有你的消息，躲去哪裡？,,名詞,,6社會關係與行為
6-96,事情, sii+ cin,事情,麼个事情分你恁愁?,什麼事情使你這麼擔心？,,名詞,,6社會關係與行為
6-97,事實,sii+  shidˋ,事實,你愛接受事實,你要接受事實。,,名詞,,6社會關係與行為
6-98,食飽吂,shidˋ bauˊmang,吃飽了沒；見面招呼語,阿伯，食飽吂？,伯伯，吃飽了沒？,,短語,,6社會關係與行為
6-99,失禮, shid  liˋ,失禮,無注意撞着你，還失禮！,不小心撞到你，很抱歉！,,形容詞,,6社會關係與行為
6-100,𢯭食,tenˇ shidˋ,幫忙吃,還伸恁多，摎𠊎𢯭食好無？,還剩這麼多，幫忙我吃好嗎？,,動詞,,6社會關係與行為
6-101,𢯭手,tenˇ shiuˊ,幫忙,好得鄰舍非常𢯭手,幸好鄰居非常幫忙。,,動詞,,6社會關係與行為
6-102,討,toˊ,討、要求；娶,"乞食仔在路町摎人討食
下禮拜愛討親，會緊張無？","乞丐在路上向人乞討。
下禮拜要娶親，會緊張嗎？",,動詞,,6社會關係與行為
6-103,討論,toˊlun+,討論,這問題無討論做毋得,這問題不討論不行。,,動詞,,6社會關係與行為
6-104,渡,tu+,帶著；照顧（小孩）,"阿姆渡佢去買菜
親家會渡細人仔","媽媽帶著他去買菜。
親家會照顧小孩。",,動詞,,6社會關係與行為
6-105,通知,tungˋ diˋ,通知,恁重要个事情，你仰無通知大家？,這麼重要的事情，你怎麼沒通知大家？,,動詞,,6社會關係與行為
6-106,還,van,歸還,摎人借錢，愛記得還！,和人借錢，要記得還！,,動詞,,6社會關係與行為
6-107,惜,siag,疼愛,"𠊎家娘盡惜孫仔
惜細人仔惜到命樣","我婆婆很疼孫子。
把小孩當作性命一樣疼愛。",,動詞,,6社會關係與行為
6-108,習慣,sibˋguanˇ,習慣,這人習慣當差，東西用啊忒就亂抨！,這人的習慣很差，東西用完就亂丟！,,名詞,動詞,6社會關係與行為
6-109,新娘,sinˋngiong,新娘,新娘看起來當後生，怕二十歲定定,新娘看起來很年輕，可能才二十歲而已。,,名詞,,6社會關係與行為
6-110,相打,siongˋdaˊ,打架,毋好動啊着就相打,不要動不動就打架。,,動詞,,6社會關係與行為
6-111,相好,siongˋhoˊ,感情很好,佢兜當相好，從來毋識冤家,他們感情很好，從來沒有吵過架。,,動詞,,6社會關係與行為
6-112,修理,siuˋliˋ,修理,你毋聽話，斯會分人修理哦！,你不聽話，可會被人修理哦！,,動詞,,6社會關係與行為
6-113,正來尞(再見),zhangˇ loi liau+ (zaiˇ gienˇ),再來玩、再見,有閒正來尞！,有空再來坐坐！,原為「以後再來敘一敘」，今已成與朋友或客人分手時之道別應酬語,短語,,6社會關係與行為
6-114,招待,zhauˋtai+,招待,下擺你來，換𠊎招待你,下次你來，換我招待你。,,動詞,,6社會關係與行為
6-115,主意,zhuˊrhiˇ,意見；做決定（動詞）,"這主意聽來無已好
佢好做王，哪有好分你主意？","這主意聽起來不怎麼好。
他愛稱王，哪能讓你做決定？",,名詞,動詞,6社會關係與行為
6-116,扼手,ag shiuˊ,握手,兩隊選手比賽前會先扼手,兩隊選手比賽前會先握手。,,動詞,,6社會關係與行為
7-1,搬,banˋ,搬,伯公搬去臺北戴,伯公搬去臺北住。,,動詞,,7居家生活
7-2,包,bauˋ,包,"歸身包揫揫，有恁冷係無？
頭家娘，這摎𠊎包起來
你包禮愛包幾多？","全身包得那麼密，有那麼冷嗎？
老闆娘，這個幫我包起來。
你禮金要包多少錢？",,動詞,,7居家生活
7-3,包仔,bauˋer,包子,一隻包仔,一個包子。,,名詞,,7居家生活
7-4,冰箱,benˋ siongˋ,冰箱,一臺冰箱,一臺冰箱。,,名詞,,7居家生活
7-5,冰,benˋ,冰（食品）,老弟當好食冰,弟弟很喜歡吃冰。,,名詞,,7居家生活
7-6,杯仔,buiˋ er,杯子,一隻杯仔,一只杯子。,,名詞,,7居家生活
7-7,壁,biag,牆壁,"
一扇壁
壁頂有一尾壁蛇","一扇牆壁。
牆壁上有一隻壁虎。",,名詞,,7居家生活
7-8,拚掃,biangˇsoˇ,大清掃,拚掃間房,打掃房間。,,動詞,,7居家生活
7-9,餅,biangˊ ,餅,毋使細義哦！餅自家拿來食,不要客氣！自己拿餅來吃。,,名詞,,7居家生活
7-10,筆,bid,筆,壞咧！無帶着筆,糟了！沒帶到筆。,,名詞,,7居家生活
7-11,布(布仔),buˇ (buˇer),布,剪布來做衫褲,剪布來做衣服。,,名詞,,7居家生活
7-12,茶,ca,茶,人客來，遽去泡茶,客人來了，快去泡茶。,,名詞,,7居家生活
7-13,炒,cauˊ,炒,"炒菜
蔥仔炒香正放卵","炒菜。
蔥炒香再加蛋。",,動詞,,7居家生活
7-14,㓾,chi,殺害；宰殺；剖開柚子、鳳梨等水果,"㓾豬
㓾柚仔
㓾黃梨","殺豬。
剖開柚子。
剖開鳳梨。",,動詞,,7居家生活
7-15,菜,coiˇ,菜,風搓過後，菜緊來緊貴,颱風過後，菜越來越貴。,,名詞,,7居家生活
7-16,餐廳,conˋtangˋ,餐廳,這餐廳聽講當高級，愛去食看啊無？,聽說這間餐廳很高級，要去吃看看嗎？,,名詞,,7居家生活
7-17,出門,chud mun,出門,出門愛記得帶手機摎錢,出門記得要帶手機和錢。,,動詞,,7居家生活
