編號,客家語,客語標音,客語音檔,華語詞義,例句,例句音檔,翻譯,備註,詞性1,詞性2,分類
1-22,護士,fuˋ siiˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-022.mp3,護士,做護士，愛有耐心,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-022s.mp3,當護理師，要有耐心。,,名詞,,1人體與醫療
1-23,掛號,guaˋ hoˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-023.mp3,掛號,去醫院掛號,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-023s.mp3,去醫院掛號。,,動詞,,1人體與醫療
1-24,藥,rhogˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-024.mp3,藥,"愛記得食藥
阿姆寒着，去藥房合藥
這菜無射藥，使得安心食",https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-024s.mp3,"要記得吃藥。
媽媽感冒，去藥局配藥。
這菜沒有噴農藥，可以放心食用。",,名詞,,1人體與醫療
1-25,啄目睡,dug^ mug^ shoiˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-025.mp3,打瞌睡,無睡飽會啄目睡,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-025s.mp3,沒睡飽會打瞌睡。,,動詞,,1人體與醫療
1-26,頭那,teuˇ naˇ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-026.mp3,頭,歸日頭那疾,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-026s.mp3,整天頭痛。,,名詞,,1人體與醫療
1-27,頭那毛,teuˇ naˇ mo+,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-027.mp3,頭髮,剃頭那毛,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-027s.mp3,理頭髮。,,名詞,,1人體與醫療
1-28,額頭,ngiag^ teuˇ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-028.mp3,額頭,,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-028s.mp3,,,名詞,,1人體與醫療
1-29,目眉,mug^ miˇ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-029.mp3,眉毛,,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-029s.mp3,,,名詞,,1人體與醫療
1-30,目珠,mug^ zhu+,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-030.mp3,眼睛,老咧！目珠花花,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-030s.mp3,老了！眼睛濛濛的。,,名詞,,1人體與醫療
1-31,目汁,mug^ zhib^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-031.mp3,眼淚,講佢兩句，斯目汁緊跌,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-031s.mp3,說他兩句，就一直掉眼淚。,,名詞,,1人體與醫療
1-32,鼻公,piˋ gung+,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-032.mp3,鼻子,鼻公塞塞,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-032s.mp3,鼻子塞住。,,名詞,,1人體與醫療
1-33,耳公,ngi^ gung+,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-033.mp3,耳朵,厥耳公聾聾，你講話愛較大聲兜,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-033s.mp3,他耳朵重聽，你講話要大聲一點。,,名詞,,1人體與醫療
1-34,嘴,zhoiˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-034.mp3,嘴巴,"厥嘴當大，使得一口食半碗飯
佢食墨斗魚，食都嘴烏烏",https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-034s.mp3,"他的嘴巴很大，可以一口吃半碗飯。
他吃烏賊，吃到嘴巴黑黑的。",,名詞,,1人體與醫療
1-35,牙齒,ngaˇ chi^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-035.mp3,牙齒,"牙齒疾，愛去分先生看
嬰兒正生牙齒",https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-035s.mp3,"牙齒痛，要去給醫生看。
嬰兒剛長牙齒。",,名詞,,1人體與醫療
1-36,舌嫲,shedˋ maˇ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-036.mp3,舌頭,"緊張去舌嫲打結
好食都舌嫲都會吞落去",https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-036s.mp3,"緊張到舌頭打結。
好吃到快把舌頭吞下去。",,名詞,,1人體與醫療
1-37,口涎（口涎水）,heu^ lan+ (heu^ lan+ shui^),https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-037.mp3,口水,口涎水溚溚跌,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-037s.mp3,口水一直滴。,,名詞,,1人體與醫療
1-38,面,mienˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-038.mp3,臉,朝晨（朝脣）䟘起來愛洗嘴洗面,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-038s.mp3,早上起床要刷牙洗臉。,,名詞,,1人體與醫療
1-39,頸根,giang^ gin+,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-039.mp3,脖子,這禮拜逐日加班，感覺頸根硬硬,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-039s.mp3,這星期每天加班，感覺脖子僵硬。,,名詞,,1人體與醫療
1-40,肩頭,gien+   teuˇ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-040.mp3,肩膀,試着肩頭硬硬个樣,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-040s.mp3,覺得肩膀緊繃的樣子。,,名詞,,1人體與醫療
1-41,背囊,boiˋ nongˇ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-041.mp3,背部,爪背囊,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-041s.mp3,抓背。,,名詞,,1人體與醫療
1-42,手,shiu^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-042.mp3,手,阿爸牽核吾个手,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-042s.mp3,爸爸牽著我的手。,,名詞,,1人體與醫療
1-43,手指,shiu^ zhi^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-043.mp3,手指,阿嫂手指分刀切着，緊出血,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-043s.mp3,嫂嫂手指被刀子切到，一直流血。,,名詞,,1人體與醫療
1-44,肚屎,du^ shi^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-044.mp3,肚子,食着無淨俐个東西，肚屎疾緊走便所,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-044s.mp3,吃到不乾淨的食物，肚子痛一直跑廁所。,,名詞,,1人體與醫療
1-45,肚臍,du^ ciˇ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-045.mp3,肚臍,,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-045s.mp3,,,名詞,,1人體與醫療
1-46,屎朏,shiˋ vud^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-046.mp3,屁股,日頭晒屎朏，好䟘咧,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-046s.mp3,太陽晒屁股，該起來了。,,名詞,,1人體與醫療
1-47,腳,giog^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-047.mp3,腳,洗身該下腳愛洗淨,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-047s.mp3,洗澡時腳要洗乾淨。,,名詞,數/量詞,1人體與醫療
1-48,腳趾,giog^ zhi^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-048.mp3,腳趾,,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-048s.mp3,,,名詞,,1人體與醫療
1-49,身體,shin+ ti^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-049.mp3,身體,阿姆企忒久，身體佇毋著,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-049s.mp3,媽媽站太久，身體撐不住。,,名詞,,1人體與醫療
1-50,心肝,sim+ gon+,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-050.mp3,心臟,佢嚇都心肝緊跳,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-050s.mp3,他嚇得心跳加速。,,名詞,,1人體與醫療
1-51,腸,chongˇ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-051.mp3,腸子,,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-051s.mp3,,,名詞,,1人體與醫療
1-52,骨頭,gud^ teuˇ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-052.mp3,骨頭,佢跌倒，骨頭斷撇,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-052s.mp3,他跌倒，骨頭斷了。,,名詞,,1人體與醫療
1-53,人,nginˇ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-01-053.mp3,人,厥屋家有五個人,https://wiki.hakka.gov.tw/file/107/1/da/s/da-01-053s.mp3,他家有五個人。,,名詞,,1人體與醫療
2-1,飽,bau^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-001.mp3,飽,食飽夜來去散步好無？,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-001s.mp3,吃完晚餐後去散步好嗎？,,形容詞,,2心理活動與感覺
2-2,拚,biangˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-002.mp3,賣力、拼,肯拚斯會出頭天,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-002s.mp3,肯打拼就會出頭天。,,動詞,,2心理活動與感覺
2-3,發夢,bud^ mungˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-003.mp3,做夢,昨暗晡發夢拉尿，還見笑,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-003s.mp3,昨天晚上做夢尿床，很丟臉。,,動詞,,2心理活動與感覺
2-4,插,cab^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-004.mp3,插；理會,"盎插核一蕊花
動啊着斯譴，莫插佢！",https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-004s.mp3,"瓶子插著一朵花。
動不動就生氣，不要理他！",,動詞,,2心理活動與感覺
2-5,試着（測着）,chiˋ do^ (zed^ do^),https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-005.mp3,認為、覺得,𠊎試着這麵包當好食,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-005s.mp3,我覺得這個麵包很好吃。,,動詞,,2心理活動與感覺
2-6,著驚,chogˋ giang+,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-006.mp3,受驚嚇,佢喊恁大聲，害𠊎著驚,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-006s.mp3,他喊那麼大聲，害我受驚。,,動詞,,2心理活動與感覺
2-7,知,di+,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-007.mp3,知道,下禮拜愛考試，你知無？,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-007s.mp3,下星期要考試，你知道嗎？,,動詞,,2心理活動與感覺
2-8,起譴,ki^  kien^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-008.mp3,發怒,佢自家走出去尞歸日，阿姆起譴咧,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-008s.mp3,他自己出去玩一天，媽媽生氣了！,,動詞,,2心理活動與感覺
2-9,歡喜,fan+ hi^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-009.mp3,歡喜,買一個等路送佢，分佢歡喜一下,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-009s.mp3,買一個伴手禮送他，讓他高興一下。,,名詞,,2心理活動與感覺
2-10,放心,fongˋ sim+,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-010.mp3,放心,心肝肚毋放心,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-010s.mp3,心裡不放心。,,形容詞,,2心理活動與感覺
2-11,敢,gam^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-011.mp3,敢；有膽量、不畏懼,"暗晡頭自家去便所，敢抑毋敢？
厥該張嘴當敢講",https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-011s.mp3,"晚上自己去廁所，敢不敢？
他那張嘴很敢講。",,動詞,形容詞,2心理活動與感覺
2-12,感覺,gam^ gog^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-012.mp3,感覺,"你講佢怪怪？𠊎仰脣感覺毋出
轉寒咧！你無感覺係無？",https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-012s.mp3,"你說他怪怪的？我怎麼感覺不出來。
變冷了！你不覺得嗎？",,動詞,,2心理活動與感覺
2-13,記得,giˋ ded^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-013.mp3,記得,恁久無來，你還記得路無？,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-013s.mp3,這麼久沒來，你還記得路嗎？,,動詞,,2心理活動與感覺
2-14,紀念,giˋ ngiamˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-014.mp3,紀念,這東西當有紀念價值,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-014s.mp3,這東西很有紀念價值。,,動詞,,2心理活動與感覺
2-15,驚,giang+,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-015.mp3,害怕,佢盡驚蛇哥,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-015s.mp3,他很怕蛇。,,動詞,,2心理活動與感覺
2-16,見笑,gienˋ siauˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-016.mp3,不好意思；慚愧,"佢滿哪借錢，試着當見笑
分先生罵還緊笑，毋知見笑",https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-016s.mp3,"他到處借錢，覺得很不好意思。
被老師罵還一直笑，不知羞恥。",,動詞,,2心理活動與感覺
2-17,緊張,gin^ zhong+,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-017.mp3,緊張,"毋使恁緊張
緊張都舌嫲打結",https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-017s.mp3,"不用那麼緊張
緊張到舌頭打結",,副詞,,2心理活動與感覺
2-18,好,hauˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-018.mp3,喜好、喜歡,阿爹盡好食腹內,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-018s.mp3,祖父最喜歡吃內臟。,,動詞,,2心理活動與感覺
2-19,恨,henˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-019.mp3,恨,這種無責任感个人，你恨佢乜無用！,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-019s.mp3,這種毫無責任感的人，你恨他也沒用！,,動詞,,2心理活動與感覺
2-20,幸福,henˋ fug^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-020.mp3,幸福,佢過着當幸福个日,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-020s.mp3,他過著很幸福的日子,,形容詞,,2心理活動與感覺
2-21,肯,hen^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-021.mp3,肯、願意,這擺旅行，若姆肯分你去無？,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-021s.mp3,這次旅行，你媽肯讓你去嗎？,,動詞,,2心理活動與感覺
2-22,希望,hi+ mongˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-022.mp3,希望,"新年新希望
希望你尋着好頭路",https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-022s.mp3,"新年新希望
希望你找到好工作。",,動詞,,2心理活動與感覺
2-23,興趣,hinˋ ciˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-023.mp3,興趣,佢對數學當有興趣,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-023s.mp3,他對數學很有興趣。,,名詞,,2心理活動與感覺
2-24,精神,zin+ shinˇ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-024.mp3,精神,"看起來已精神
歸暗晡無睡，佢精神無已好",https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-024s.mp3,"看起來很有精神
整晚沒睡，他精神很不好。",,形容詞,名詞,2心理活動與感覺
2-25,輕鬆,kiang+ sung+,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-025.mp3,輕鬆,厥頭路當輕鬆,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-025s.mp3,他的工作很輕鬆。,,形容詞,,2心理活動與感覺
2-26,譴,kien^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-026.mp3,生氣,"老弟毋聽話，阿姆當譴
厥面臭臭，毋知在譴麼个？",https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-026s.mp3,"弟弟不聽話，媽媽很生氣。
他臉色不好，不知道在生氣什麼？",,形容詞,動詞,2心理活動與感覺
2-27,確定,kog^ tinˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-027.mp3,明確而肯定,你愛先確定正同𠊎講,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-027s.mp3,你要先確定再跟我說。,,動詞,,2心理活動與感覺
2-28,匱,kuaiˇ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-028.mp3,窮苦,厥屋家當匱,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-028s.mp3,他的家裡很貧窮。,,形容詞,,2心理活動與感覺
2-29,快樂（樂暢）,kuaiˋ logˋ (logˋ tiongˋ),https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-029.mp3,快樂,"快樂過日
逐日都當快樂",https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-029s.mp3,"快樂過日子
每天都很快樂",,形容詞,,2心理活動與感覺
2-30,理想,li+ siong^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-030.mp3,理想,"佢有當高个人生理想
佢這擺个成績毋理想",https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-030s.mp3,"他有很遠大的人生理想。
他這次的成績不理想。",,名詞,形容詞,2心理活動與感覺
2-31,毋記得,mˇ giˋ ded^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-031.mp3,不記得、忘記,壞咧！吾錢毋記得帶着！,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-031s.mp3,糟了！我的錢忘記帶了！,,動詞,,2心理活動與感覺
2-32,毋肯,mˇ hen^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-032.mp3,不肯,阿奶毋肯𠊎緊食糖，驚牙齒會蛀撇,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-032s.mp3,祖母不肯讓我一直吃糖果，怕會蛀牙。,,動詞,,2心理活動與感覺
2-33,毋怕,mˇ paˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-033.mp3,不要緊、沒關係,這到無考好毋怕啦，下次擺加油斯好,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-033s.mp3,這次沒考好不要緊啦，下次加油就好。,,副詞,,2心理活動與感覺
2-34,毋識,mˇ shid^,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-034.mp3,不認得；不曾,"十外年正見一到，這下佢毋識你咧
食恁遽做麼个？毋識食過係無？",https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-034s.mp3,"十多年才見一次，現在他都不認得你了。
吃這麼快幹麼？不曾吃過嗎？",,動詞,副詞,2心理活動與感覺
2-35,毋知,mˇ di+,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-035.mp3,不知道,逐擺都恁泥，搞都毋知好轉,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-035s.mp3,每次都這樣，玩到不知道回家。,,動詞,,2心理活動與感覺
2-36,無愛,moˇ oiˋ/moiˊ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-036.mp3,不要,佢恁魯夫，無愛同佢尞較好,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-036s.mp3,他那麼不講理，不要跟他玩比較好。,,動詞,,2心理活動與感覺
2-37,惱,nau+,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-037.mp3,討厭,佢盡惱黃蚻，尤其係會飛个,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-037s.mp3,他非常討厭蟑螂，尤其是會飛的。,,動詞,,2心理活動與感覺
2-38,忍,ngiun+,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-038.mp3,忍,你斯愛忍核,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-038s.mp3,你可要忍住,,動詞,,2心理活動與感覺
2-39,餓,ngoˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-039.mp3,餓,"準講日過來苦，乜毋會分你餓着
兩三日無食東西，佢斯餓死",https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-039s.mp3,"就算日子苦，也不會讓你挨餓。
兩三天沒吃東西，他就餓死。",,動詞,,2心理活動與感覺
2-40,愛,oiˋ,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-040.mp3,要；喜歡、愛,正餐愛食飽，莫緊食點心,https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-040s.mp3,正餐要吃飽，不要一直吃點心。,本讀oiˋ，口語oi+,動詞,,2心理活動與感覺
2-41,安心,on+ sim+,https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-041.mp3,安心,"佢分地動嚇着，無辦法安心睡目
時間還罅，你做你安心食",https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-041s.mp3,"他被地震嚇到，沒辦法安心睡覺。
時間還夠，你儘管安心吃。",,動詞,,2心理活動與感覺
2-42,敗勢（歪勢）,pai+ sheˋ (vai+ sheˋ),https://wiki.hakka.gov.tw/file/107/1/da/w/da-02-042.mp3,不好意思；對不起（表歉意）,"敗勢！借過一下！
正經當敗勢",https://wiki.hakka.gov.tw/file/107/1/da/s/da-02-042s.mp3,"不好意思！借過一下！
真的很對不起",,形容詞,,2心理活動與感覺
