編號,客家語,客語標音,客語音檔,華語詞義,例句,例句音檔,翻譯,備註,詞性1,詞性2,分類
3-69,囥【庰】,kong【biang】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-069.mp3,藏匿,奇怪，囥到（庰啊）哪去？尋恁久還尋毋着。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-069s.mp3,奇怪，藏到哪裡了？找那麼久還是找不到。,,動詞,,3外在活動與動作
3-70,擐,kuan,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-070.mp3,提,"擐皮包仔
這恁重，麼人擐得贏",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-070s.mp3,"提皮包
這那麼重，誰提得動。",,動詞,,3外在活動與動作
3-71,跪,kuiˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-071.mp3,跪下,"佢跪在地泥下緊噭
佢跪下來請大家原諒。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-071s.mp3,"他跪在地上一直哭。
他跪下來請求大家原諒",,動詞,,3外在活動與動作
3-72,拉【挷】,laiˊ【bangˊ】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-072.mp3,拉,"𠊎企毋起來，你來拉（挷）𠊎一下仔。
頭家請人來拉（挷）生理。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-072s.mp3,"我站不起來，你來拉我一下。
老闆請人來招攬生意。",,動詞,,3外在活動與動作
3-73,撈,leuˇ【lauˇ (lau)】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-073.mp3,撈,"同水餃撈起來放盤仔裡肚（裡背）。
去夜市仔撈魚仔。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-073s.mp3,"把水餃撈起來放盤子裡。
去夜市撈魚。",,動詞,,3外在活動與動作
3-74,利用,li  iung,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-074.mp3,利用,"愛好好利用時間讀書。
佢分人利用還毋知，還戇。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-074s.mp3,"要好好利用時間讀書。
他被人利用了還不知道，真笨。",,動詞,,3外在活動與動作
3-75,啉,limˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-075.mp3,喝,有啉酒个人，做毋得駛車仔。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-075s.mp3,有喝酒的人，不可以開車。,,動詞,,3外在活動與動作
3-76,流,liuˇ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-076.mp3,流,天時轉寒，緊流濞。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-076s.mp3,天氣變冷，一直流鼻涕。,,動詞,,3外在活動與動作
3-77,落,log,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-077.mp3,落下,"天時變化恁大，今年落雹吔。
阿婆去菜園落肥。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-077s.mp3,"天氣變化很大，今年下冰雹了。
祖母去菜園施肥。",,動詞,,3外在活動與動作
3-78,落去【入去】,log  hi【ngib hi】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-078.mp3,進去,"便所有人，你做毋得落去（入去）。
跌落去（入去）。
放落去（入去）。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-078s.mp3,"廁所有人，你不能進去。
跌進去。
放進去。",,動詞,,3外在活動與動作
3-79,落來【入來】,log  loiˇ【ngib loiˇ】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-079.mp3,進來,"遽遽落來（入來）啊！外背企等做麼个？
落來（入來）坐。
拿落來（入來）。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-079s.mp3,"快點進來啊！站在外面做什麼？
進來坐。
拿進來。",,動詞,,3外在活動與動作
3-80,來,loiˇ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-080.mp3,來,"你幾多點愛來？
你兜（你等）先食等來。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-080s.mp3,"你幾點要來？
你們先用餐吧。",,動詞,,3外在活動與動作
3-81,來去,loiˇ  hi,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-081.mp3,去,俚（𠊎等）來去看電影。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-081s.mp3,我們去看電影。,,動詞,,3外在活動與動作
3-82,熝,lug,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-082.mp3,燙,阿姆分滾水熝着,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-082s.mp3,媽媽被熱水燙到。,,動詞,,3外在活動與動作
3-83,抺,miˇ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-083.mp3,擦拭,"桌仔當（蓋）油，愛抺抺啊！
食飽愛抺桌仔。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-083s.mp3,"桌子很油，要擦一擦！
吃飽要擦桌子。",,動詞,,3外在活動與動作
3-84,摸,miaˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-084.mp3,觸摸、觸碰,"你放忒高吔，𠊎連摸就摸毋着
桌面恁垃圾，莫這摸該摸。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-084s.mp3,"你放太高了，我連摸都摸不到。
桌面這麼髒，別亂碰。",,動詞,,3外在活動與動作
3-85,磨,mo,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-085.mp3,磨,磨豆腐。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-085s.mp3,磨豆腐。,,動詞,,3外在活動與動作
3-86,拿,naˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-086.mp3,拿,仰恁牛，拿啊着就搞壞忒（壞核）。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-086s.mp3,怎麼那麼頑皮，剛拿到就弄壞掉。,,動詞,,3外在活動與動作
3-87,揇,namˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-087.mp3,抱,"厥妹仔驚生份，毋肯人揇。
佢數學無考好，揇等被骨噭。
阿伯係阿婆揇來个，毋係自家降个。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-087s.mp3,"他女兒很怕生，不肯讓別人抱。
他數學沒考好，抱著棉被哭。
伯伯是祖母抱回來養的，不是親生的。",,動詞,,3外在活動與動作
3-88,咬,ngauˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-088.mp3,咬,"豬腳愛罅綿，正咬得落。
佢還細時節識分狗仔咬着，故所當（蓋）驚狗仔。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-088s.mp3,"豬腳要夠爛，才咬得下去。
他還小的時候曾被狗咬，所以很怕狗。",,動詞,,3外在活動與動作
3-89,拈,ngiamˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-089.mp3,撿,"佢在路項拈着五百個銀。
吾東西跌下去吔，你做得同𠊎拈無？",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-089s.mp3,"他在路上撿到五百元。
我的東西掉下去了，你可以幫我撿嗎？",,動詞,,3外在活動與動作
3-90,入去,ngib  hi,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-090.mp3,進去,門無關好，蚊仔會走入去,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-090s.mp3,門沒關好，蚊子會跑進去。,,動詞,,3外在活動與動作
3-91,撚,ngienˋ【ngianˋ】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-091.mp3,擠壓；捏,"撚牙膏。
撚雞（雞仔）毋知屎出。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-091s.mp3,"擠牙膏。
抓雞時太用力，連雞脫糞快死了都不知道（比喻貪得無厭）。",,動詞,,3外在活動與動作
3-92,扭,ngiuˋ/neuˋ【(niuˋ)】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-092.mp3,扭動；扭轉,"扭屎朏。
扭腳髀。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-092s.mp3,"扭屁股。
擰大腿。",,動詞,,3外在活動與動作
3-93,爬,paˇ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-093.mp3,爬行,地泥當（蓋）淨，放佢爬無相干。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-093s.mp3,地板很乾淨，讓他爬沒關係。,,動詞,,3外在活動與動作
3-94,划飯,paˇ fan,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-094.mp3,把飯撥進嘴裡,為着赴看電視，佢划飯划當（蓋）遽。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-094s.mp3,為了趕得及看電視，他扒飯扒得很快。,,動詞,,3外在活動與動作
3-95,鼻,pi,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-095.mp3,聞、嗅,這花鼻起來香香,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-095s.mp3,這花聞起來香香的。,,動詞,,3外在活動與動作
3-96,拍手,pogˋ suˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-096.mp3,拍手,佢係做來好就愛同佢拍手。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-096s.mp3,他如果做得好就要為他拍手。,,動詞,,3外在活動與動作
3-97,拍,pogˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-097.mp3,拍,"拍球仔。
拍一齣戲。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-097s.mp3,"拍球。
拍一部戲。",,動詞,,3外在活動與動作
3-98,翻,ponˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-098.mp3,嘔、吐,佢暈船，食落肚个東西翻淨淨。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-098s.mp3,他暈船，吃進肚裡的食物吐光光。,,動詞,,3外在活動與動作
3-99,呸,pi【pui】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-099.mp3,吐掉,食牛眼，核愛呸忒（呸核）。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-099s.mp3,吃龍眼，籽要吐掉。,,動詞,,3外在活動與動作
3-100,歕,punˇ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-100.mp3,吹,你愛歕較（過）大力兜仔。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-100s.mp3,你要吹大力一點。,,動詞,,3外在活動與動作
3-101,尋,qimˇ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-101.mp3,尋找,"走哪去？歸日仔尋你毋着。
老弟走去間項囥等（庰等）又毋出聲，害阿姆尋上尋下。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-101s.mp3,"去哪了？整天找不到你。
弟弟去房間裡躲著又不出聲，害媽媽到處找他。",,動詞,,3外在活動與動作
3-102,搶,qiongˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-102.mp3,搶,有時節，賊仔偷東西毋過手就用搶个。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-102s.mp3,有時候，小偷偷東西失手就用搶的。,,動詞,,3外在活動與動作
3-103,晒,sai ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-103.mp3,晒,"佢用竹篙晒衫褲。
恁好天，出來晒日頭。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-103s.mp3,"他用竹竿晒衣服。
天氣那麼好，出來晒太陽。",,動詞,,3外在活動與動作
3-104,散步（行尞）,san pu (hangˇ liau),https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-104.mp3,散步,阿公食飽夜就去散步。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-104s.mp3,祖父吃完晚餐就去散步。,,動詞,,3外在活動與動作
3-105,洗,seˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-105.mp3,洗,"洗水槽
洗水果",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-105s.mp3,"洗水槽
洗水果",,動詞,,3外在活動與動作
3-106,笑【㖸】,seu【nagˋ】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-106.mp3,笑,"你做麼个緊笑（㖸）？
講該麼个話？會笑（㖸）死人！",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-106s.mp3,"你幹麼一直笑？
說那什麼話？會笑死人！",,動詞,,3外在活動與動作
3-107,使用,siiˋ iung,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-107.mp3,使用,這焙衫機（烘衫機）你知愛仰仔使用無？,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-107s.mp3,這烘衣機你知道要怎麼使用嗎？,,動詞,,3外在活動與動作
3-108,梳,siiˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-108.mp3,梳,梳頭那毛,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-108s.mp3,梳頭髮,,動詞,,3外在活動與動作
3-109,食,siid　,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-109.mp3,吃,"恁多仔定定，你恁多儕（你等恁多人）分等來食。
這水果進口个，當（蓋）貴食。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-109s.mp3,"這麼多而已，你們幾個分著吃。
這水果是進口的，賣得很貴。",,動詞,,3外在活動與動作
3-110,收,suˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-110.mp3,收,"這片就分你收尾。
愛考試吔！同書收起來。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-110s.mp3,"這邊讓你收尾。
要考試了！把書收起來。",,動詞,,3外在活動與動作
3-111,䌈,tagˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-111.mp3,繫、綁,煮飯時節，頭那毛愛䌈起來,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-111s.mp3,煮飯時，頭髮要綁起來。,,動詞,,3外在活動與動作
3-112,聽,tangˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-112.mp3,聽,"聽啊着就噭哩（吔）！
你講麼个？全聽無！",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-112s.mp3,"一聽到就哭了！
你說什麼？都聽不懂！",,動詞,,3外在活動與動作
3-113,踢,tedˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-113.mp3,踢,"踢球仔。
老弟踢着桌仔，腳烏青吔。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-113s.mp3,"踢球。
弟弟踢到桌子，腳瘀青了。",,動詞,,3外在活動與動作
3-114,跈,tenˇ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-114.mp3,跟隨,"跈人毋着
這藥仔愛跈三餐食",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-114s.mp3,"跟不上別人
這藥要隨著三餐吃。",,動詞,,3外在活動與動作
3-115,偷,teuˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-115.mp3,偷,桌項个書毋知分麼人偷走。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-115s.mp3,桌上的書不知道被誰偷走。,,動詞,,3外在活動與動作
3-116,跳,tiau/tiauˇ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-116.mp3,跳,"跳索仔
佢緊張到心肝哱哱跳",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-116s.mp3,"跳繩
他緊張到心臟蹦蹦跳。",,動詞,,3外在活動與動作
3-117,脫,todˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-117.mp3,脫,衫著忒多，脫忒（脫核）一領。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-117s.mp3,穿太多衣服，脫掉一件。,,動詞,,3外在活動與動作
3-118,擇,tog,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-118.mp3,挑選,"愛哪隻？你自家擇！
阿明在廳下擇菜。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-118s.mp3,"要哪個？你自己挑！
阿明在客廳挑菜。",,動詞,,3外在活動與動作
3-119,袋,toi,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-119.mp3,用袋子裝；量詞,"同這菜袋起來，拿去分叔婆
一袋梨仔",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-119s.mp3,"把這菜裝起來，拿去給叔婆。
一袋梨子",,動詞,數/量詞,3外在活動與動作
3-120,動,tungˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-120.mp3,動,厥東西放這片，你斯動毋得哦！,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-120s.mp3,他的東西放這邊，你不能動哦！,,動詞,,3外在活動與動作
3-121,挖,vagˋ/iedˋ【iadˋ】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-121.mp3,挖,"緊挖鼻公，會挖到出鼻旺仔哦！
挖空仔。
挖開來。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-121s.mp3,"一直挖鼻子，會挖到流鼻血哦！
挖洞。
挖開來。",,動詞,,3外在活動與動作
3-122,換,von,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-122.mp3,換,搞到溼溚溚，遽啊去換褲。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-122s.mp3,玩到溼答答，快點去換褲子。,,動詞,,3外在活動與動作
3-123,寫,xiaˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-123.mp3,寫,看恁久，還係寫毋出來。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-123s.mp3,看那麼久，還是寫不出來。,,動詞,,3外在活動與動作
3-124,醒,xiangˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-124.mp3,醒,阿爸睡當晝還吂（無）醒，你去喊佢。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-124s.mp3,爸爸睡午覺還沒睡醒，你去叫他。,,動詞,,3外在活動與動作
3-125,削,xiogˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-125.mp3,削,煮苦瓜毋使削皮。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-125s.mp3,煮苦瓜不用削皮。,,動詞,,3外在活動與動作
3-126,摘,zagˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-126.mp3,摘,"摘茶。
摘菜。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-126s.mp3,"摘茶。
摘菜。",,動詞,,3外在活動與動作
3-127,整,zangˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-127.mp3,修理,厥頭路係整自行車。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-127s.mp3,他的工作是修理自行車。,,動詞,,3外在活動與動作
3-128,照顧,zeu gu,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-128.mp3,照顧,無人照顧。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-128s.mp3,沒人照顧。,,動詞,,3外在活動與動作
3-129,走,zeuˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-129.mp3,跑,"講着愛食飯，佢走盡（最）遽。
走毋贏人。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-129s.mp3,"說到要吃飯，他跑最快。
跑不贏別人。",,動詞,,3外在活動與動作
3-130,整理,ziinˋ  liˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-130.mp3,整理,間項整理一下仔。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-130s.mp3,房間裡面整理一下。,,動詞,,3外在活動與動作
3-131,做,zo　,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-131.mp3,做；儘管,"做頭路。
做生理。
你做你食，毋怕。
你做你講，阿爸分你靠。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-131s.mp3,"工作。
做生意。
你儘管吃，沒關係。
你儘管講，爸爸當你靠山。",,動詞,,3外在活動與動作
3-132,捉,zogˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-132.mp3,抓,"捉魚仔。
分𠊎捉着哩（吔）！",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-132s.mp3,"抓魚。
被我抓到了！",,動詞,,3外在活動與動作
3-133,著,zogˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-133.mp3,穿,若衫著毋著片哩（吔）！,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-133s.mp3,你的衣服穿反了！,,動詞,,3外在活動與動作
3-134,轉【歸】,zonˋ【guiˊ】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-134.mp3,回家,幾下日無轉（歸）。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-134s.mp3,好幾天沒回家。,,動詞,,3外在活動與動作
3-135,轉去【歸去】,zonˋ hi【guiˊ hi】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-135.mp3,回去,鉛筆盒仔無帶着，佢自家走轉去（歸去）拿。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-135s.mp3,沒帶鉛筆盒，他自己跑回去拿。,,動詞,,3外在活動與動作
3-136,轉來【歸來】,zonˋ loiˇ【guiˊ loiˇ】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-136.mp3,回來,哪久愛轉來（歸來）？,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-136s.mp3,何時要回來？,,動詞,,3外在活動與動作
3-137,掌,zongˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-137.mp3,看管、看守,"掌牛仔。
掌等電視。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-137s.mp3,"看守牛隻。
守著電視。",,動詞,,3外在活動與動作
3-138,張,zongˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-138.mp3,盛裝,"張茶食。
拿盒仔張等。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-138s.mp3,"裝茶喝。
拿盒子裝著。",,動詞,,3外在活動與動作
3-139,煮,zuˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-139.mp3,煮,"煮食。
煮茶。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-139s.mp3,"煮飯。
煮茶。",,動詞,,3外在活動與動作
3-140,準備,zunˋ pi,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-140.mp3,準備,準備好吂（吔無）？,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-140s.mp3,準備好了嗎？,,動詞,,3外在活動與動作
3-141,種,zung,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-141.mp3,種植,"種樹仔。
種菜。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-141s.mp3,"種樹。
種菜。",,動詞,,3外在活動與動作
3-142,燉,dunˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-142.mp3,燉,"燉補。
燉四物湯。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-142s.mp3,"燉補。
燉四物湯。",,動詞,,3外在活動與動作
3-143,喊,hemˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-143.mp3,喊叫,佢看着老鼠，喊到大嫲聲。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-143s.mp3,他看到老鼠，喊得很大聲。,,動詞,,3外在活動與動作
3-144,裝,zongˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-03-144.mp3,弄；捉弄,"手機仔壞忒（壞核）就換過，莫過裝佢咧（吔）。
忒閒係無？裝佢做麼个？",https://wiki.hakka.gov.tw/file/107/1/si/s/si-03-144s.mp3,"手機壞了就換過，不要再弄它了。
太閒是嗎？捉弄他幹麼？",,動詞,,3外在活動與動作
4-1,變到,bien do,https://wiki.hakka.gov.tw/file/107/1/si/w/si-04-001.mp3,變成,經過一擺車禍，佢嗄變到長短腳。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-04-001s.mp3,經歷一次車禍，他竟變成長短腳。,,動詞,,4事物狀態與變化
4-2,出,cudˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-04-002.mp3,出,"熱到緊出汗。
冬瓜放到出水。
這下尿當（蓋）出，先去便所。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-04-002s.mp3,"熱到一直出汗
冬瓜放到出水
現在正尿急，先去廁所。",,動詞,,4事物狀態與變化
4-3,出現,cudˋ hien【cudˋ hian】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-04-003.mp3,出現,罕得看你出現，恁久無閒麼个？,https://wiki.hakka.gov.tw/file/107/1/si/s/si-04-003s.mp3,難得看你出現，最近在忙什麼？,,動詞,,4事物狀態與變化
4-4,得着,dedˋ  doˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-04-004.mp3,得到、獲得,"得着亞軍。
得着好空。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-04-004s.mp3,"得到亞軍。
獲得好處。",,動詞,,4事物狀態與變化
4-5,跌忒【跌核】,diedˋ tedˋ【diedˋ hedˋ】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-04-005.mp3,掉了、遺失,錢無袋好，跌忒哩（跌核吔）！,https://wiki.hakka.gov.tw/file/107/1/si/s/si-04-005s.mp3,錢沒有放好，掉了！,,動詞,,4事物狀態與變化
4-6,都係,du he【luˊ he】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-04-006.mp3,都是,"間項一哪仔都係若衫。
這書都係分你个。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-04-006s.mp3,"房間裡到處都是你的衣服。
這書都是給你的。",,動詞,,4事物狀態與變化
4-7,堵着,duˇ doˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-04-007.mp3,遇到；堵塞,"堵着塞車。
水分石牯堵着哩（吔），流毋出去。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-04-007s.mp3,"遇到塞車。
水被石頭堵住了，流不出去。",,動詞,,4事物狀態與變化
4-8,發現,fadˋ hien【fadˋ hian】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-04-008.mp3,發現,"佢偷拿東西，分人發現。
重大个發現。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-04-008s.mp3,"他偷拿東西，被人發現。
重大的發現。",,動詞,名詞,4事物狀態與變化
4-9,發生,fadˋ senˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-04-009.mp3,發生,"發生麼个事？
這上禮拜發生个",https://wiki.hakka.gov.tw/file/107/1/si/s/si-04-009s.mp3,"發生什麼事？
這是上星期發生的。",,動詞,,4事物狀態與變化
4-10,發展,fadˋ  zanˋ　,https://wiki.hakka.gov.tw/file/107/1/si/w/si-04-010.mp3,發展,阿哥个事業發展到十分好。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-04-010s.mp3,哥哥的事業發展得十分好。,,動詞,,4事物狀態與變化
4-11,經過,ginˊ  go,https://wiki.hakka.gov.tw/file/107/1/si/w/si-04-011.mp3,經過,"經過恁多年，還係會想着該件事。
該下有經過這條路，你記得無？",https://wiki.hakka.gov.tw/file/107/1/si/s/si-04-011s.mp3,"經過這麼多年，還是會想到那件事。
那時有經過這條路，你記得嗎？",,動詞,,4事物狀態與變化
4-12,改變,goiˋ  bien,https://wiki.hakka.gov.tw/file/107/1/si/w/si-04-012.mp3,改變,"性體無法度改變。
佢從頭擺到今，無麼个改變。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-04-012s.mp3,"脾氣沒辦法改變。
他從以前到現在，沒什麼改變。",,動詞,,4事物狀態與變化
4-13,該當,goiˊ  dongˊ　,https://wiki.hakka.gov.tw/file/107/1/si/w/si-04-013.mp3,應該,㓾人該當愛判罪,https://wiki.hakka.gov.tw/file/107/1/si/s/si-04-013s.mp3,殺人應該要判刑。,,副詞,,4事物狀態與變化
4-14,下,haˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-04-014.mp3,下方；往下,"書桌下有兩粒球仔
日頭落山前，你一定愛下山",https://wiki.hakka.gov.tw/file/107/1/si/s/si-04-014s.mp3,"書桌下有兩顆球。
太陽下山前，你一定要下山。",,副詞,動詞,4事物狀態與變化
4-15,係,he,https://wiki.hakka.gov.tw/file/107/1/si/w/si-04-015.mp3,是,佢係吾同學,https://wiki.hakka.gov.tw/file/107/1/si/s/si-04-015s.mp3,他是我的同學。,,動詞,,4事物狀態與變化
